delivery_id,delivery_date,delivery_status,order_id,delivery_cost
501,2019-08-27,ready,08-316-6754,89.79
502,2021-04-12,ordered,55-932-3347,18.23
503,2021-04-01,ordered,32-049-4417,28.07
504,2019-12-08,in_van,80-890-3871,96.40
505,2020-06-27,ordered,44-701-3012,88.23
506,2020-10-08,delivered,78-803-3890,79.57
507,2022-09-22,ready,08-940-9111,72.74
508,2022-05-29,ready,41-597-5931,32.25
509,2021-05-07,ordered,85-961-5775,23.13
510,2022-11-30,delivered,81-898-7131,68.47
511,2019-12-19,ready,93-083-3241,40.45
512,2019-07-05,in_van,90-478-9446,22.47
513,2020-01-05,delivered,34-631-7695,47.57
514,2021-05-06,ready,68-844-1159,1.30
515,2021-01-07,delivered,27-774-9457,20.84
516,2022-04-09,ready,87-292-9640,48.29
517,2020-10-18,ordered,20-140-3398,22.16
518,2020-09-05,in_van,31-762-1168,98.88
519,2022-01-28,ordered,65-386-4145,73.62
520,2021-08-28,ordered,09-923-6077,15.75
521,2021-04-26,delivered,87-435-5817,38.29
522,2021-12-02,ordered,95-524-7993,46.97
523,2022-06-05,in_van,88-109-5070,82.01
524,2020-10-29,delivered,46-796-5628,38.39
525,2022-09-27,ordered,92-555-9940,79.15
526,2019-07-29,ordered,43-718-3224,53.86
527,2022-06-15,ready,95-587-8796,6.12
528,2019-10-31,delivered,84-976-0893,65.84
529,2019-07-17,ready,85-313-3288,32.08
530,2022-05-14,ordered,82-287-7415,65.68
531,2020-03-05,ordered,72-823-6963,8.48
532,2019-06-30,delivered,82-090-4450,47.03
533,2021-01-03,in_van,79-555-6824,62.50
534,2019-08-11,delivered,33-177-2796,67.22
535,2021-01-06,ready,13-435-8115,9.08
536,2019-12-14,in_van,92-833-3271,30.49
537,2022-09-28,ready,37-474-6061,89.27
538,2021-01-23,ready,96-257-8035,26.15
539,2020-10-27,delivered,61-097-0206,57.91
540,2020-05-06,delivered,58-326-4792,31.19
541,2020-09-07,ordered,93-396-2857,82.75
542,2022-02-17,delivered,48-335-5237,89.17
543,2020-09-30,ordered,74-034-2507,28.45
544,2021-05-16,ordered,80-768-1365,70.86
545,2022-07-05,in_van,00-283-3544,45.51
546,2021-02-27,delivered,68-323-6449,50.21
547,2020-02-07,ordered,30-124-4774,31.46
548,2021-02-15,delivered,61-509-9344,97.38
549,2021-02-12,delivered,66-276-1471,78.48
550,2021-12-20,in_van,29-595-2468,56.68
551,2020-03-08,ready,35-174-3155,25.46
552,2020-05-22,delivered,25-621-0618,84.22
553,2022-08-06,ordered,82-799-6775,7.13
554,2019-09-25,ordered,83-584-6805,17.95
555,2021-12-27,delivered,31-405-1090,22.20
556,2019-09-17,ready,47-102-5062,95.26
557,2022-07-14,ordered,53-541-9522,42.52
558,2021-08-25,ready,77-180-0305,74.55
559,2020-07-25,ordered,43-109-7017,84.75
560,2019-12-24,in_van,21-743-3530,56.75
561,2021-09-05,in_van,28-279-3419,31.20
562,2020-03-01,in_van,35-460-4013,56.95
563,2021-10-11,delivered,47-084-5361,54.82
564,2022-02-08,ordered,30-601-0133,85.69
565,2022-02-04,ready,70-350-8506,62.33
566,2020-01-29,ready,77-325-6969,12.55
567,2022-07-09,in_van,35-067-3364,70.38
568,2022-07-01,delivered,98-646-1456,38.75
569,2022-03-26,ready,70-821-6798,39.92
570,2022-06-07,in_van,51-960-7680,50.27
571,2020-08-03,ordered,45-436-6764,69.04
572,2020-03-04,ready,69-254-6693,34.06
573,2019-10-23,in_van,49-795-0099,71.84
574,2023-01-08,delivered,52-708-9153,1.54
575,2022-03-04,ready,05-378-2914,11.31
576,2019-10-19,ordered,09-522-5385,43.93
577,2020-07-06,delivered,01-754-7255,76.09
578,2021-04-09,delivered,53-851-0542,65.98
579,2022-11-15,ready,46-773-9492,90.81
580,2020-08-01,ordered,85-559-9663,98.91
581,2019-09-19,delivered,66-576-7484,67.12
582,2022-12-19,delivered,88-729-8334,55.99
583,2022-08-28,ready,44-877-6595,49.56
584,2021-12-07,delivered,32-596-3017,46.17
585,2021-03-21,ready,90-716-3855,46.14
586,2021-11-05,ordered,84-632-0013,53.31
587,2021-09-10,ordered,02-211-2785,10.21
588,2020-04-20,ordered,35-884-9148,20.57
589,2022-10-14,in_van,12-605-1676,82.35
590,2020-03-02,ready,38-750-7959,29.18
591,2020-11-09,in_van,11-821-0545,81.38
592,2020-01-02,ready,60-600-4172,92.50
593,2022-08-06,ordered,34-426-9335,71.17
594,2021-08-24,ordered,60-230-9043,34.78
595,2021-08-09,ordered,67-799-1881,79.10
596,2019-09-12,delivered,34-061-0340,33.65
597,2019-08-18,in_van,29-930-1681,28.92
598,2021-11-16,ordered,76-522-9855,16.49
599,2020-01-02,ready,77-986-1901,37.38
600,2021-11-25,delivered,65-329-2436,67.55
601,2020-05-22,delivered,83-597-0985,29.44
602,2020-07-04,ready,11-858-8042,18.25
603,2022-08-03,ordered,92-610-5614,37.33
604,2022-07-10,ordered,43-918-0203,49.17
605,2020-10-09,delivered,18-752-8277,19.57
606,2019-12-06,delivered,29-463-3688,9.05
607,2021-08-05,in_van,23-382-0687,58.26
608,2022-10-15,in_van,27-252-7456,90.72
609,2022-03-17,in_van,57-773-2064,55.56
610,2019-12-14,ordered,69-361-9646,34.66
611,2020-06-22,ready,42-108-7287,82.97
612,2020-08-06,ready,90-122-2737,3.49
613,2019-08-27,delivered,46-138-6582,85.16
614,2020-08-19,delivered,60-885-4424,88.47
615,2019-12-17,ordered,71-516-9998,19.20
616,2020-02-04,ordered,77-165-4390,68.66
617,2020-03-22,ordered,67-156-1140,81.20
618,2021-06-23,in_van,53-131-0339,16.63
619,2020-04-22,delivered,03-039-5845,58.35
620,2020-07-05,in_van,31-955-7364,64.76
621,2020-10-09,ready,75-606-4195,94.91
622,2021-02-02,delivered,63-453-3505,6.73
623,2022-02-21,ordered,81-493-5555,93.73
624,2021-09-07,in_van,96-049-6957,60.61
625,2022-11-05,in_van,53-661-8226,68.82
626,2022-09-03,delivered,72-015-0440,23.41
627,2022-08-31,in_van,35-326-1148,20.00
628,2020-04-05,ready,11-244-2193,52.22
629,2022-03-07,in_van,15-190-8465,15.81
630,2022-12-15,delivered,41-177-5682,77.94
631,2021-06-10,in_van,01-877-6020,6.20
632,2020-05-17,ordered,91-690-3480,77.15
633,2021-02-15,ready,74-314-5556,51.14
634,2020-10-16,in_van,73-900-4790,34.02
635,2021-11-24,ordered,44-379-6825,24.16
636,2021-10-22,ready,53-925-0103,87.74
637,2021-09-08,delivered,96-883-6756,62.02
638,2021-10-19,in_van,03-248-8148,57.26
639,2022-03-21,in_van,95-581-1944,94.66
640,2022-01-26,in_van,09-229-1754,17.22
641,2022-08-05,in_van,71-188-6549,6.66
642,2019-12-25,delivered,80-489-4967,29.86
643,2019-08-26,ordered,59-971-2896,90.70
644,2022-02-08,delivered,76-746-0202,3.26
645,2022-11-15,in_van,80-544-0183,65.76
646,2021-04-27,ordered,63-236-3555,69.64
647,2020-05-12,in_van,76-509-2544,87.84
648,2021-09-29,in_van,00-799-3091,66.85
649,2022-12-21,ordered,88-756-9391,3.90
650,2022-06-04,ordered,95-599-9120,92.42
651,2019-10-22,delivered,61-622-8419,97.39
652,2021-04-25,in_van,83-547-0450,42.27
653,2020-08-15,delivered,20-343-7160,63.38
654,2022-12-11,ready,39-607-8115,98.66
655,2022-11-26,in_van,43-799-4873,84.55
656,2019-11-28,delivered,16-609-1782,6.97
657,2020-09-26,ready,50-617-3367,90.58
658,2020-11-29,in_van,57-761-6559,1.93
659,2020-10-16,ordered,67-009-1409,57.59
660,2021-09-27,ready,83-687-4769,15.75
661,2022-12-31,ordered,57-683-6723,27.24
662,2021-04-03,delivered,87-535-8388,6.82
663,2020-11-23,delivered,61-799-5380,92.48
664,2021-07-29,delivered,16-386-7757,48.35
665,2020-10-09,ordered,39-040-2440,37.46
666,2019-09-21,ordered,66-665-1879,55.95
667,2019-08-27,delivered,22-001-6016,45.38
668,2021-08-16,ordered,58-149-3499,19.97
669,2021-03-27,ready,19-329-8137,45.82
670,2021-12-28,in_van,87-443-7001,13.72
671,2021-01-16,delivered,53-322-3671,2.88
672,2020-08-17,delivered,70-365-1885,68.35
673,2022-08-14,in_van,91-490-5244,18.38
674,2019-09-21,ready,80-616-9335,66.45
675,2020-10-17,ordered,84-007-9095,5.79
676,2022-10-02,ordered,70-276-7176,58.93
677,2022-08-04,ordered,44-439-4440,75.09
678,2021-09-28,in_van,32-023-4917,7.27
679,2022-05-29,in_van,93-829-0535,3.92
680,2021-09-18,delivered,22-867-9098,3.97
681,2020-05-24,ordered,33-395-8454,23.26
682,2021-05-16,in_van,23-636-0824,30.05
683,2019-06-29,in_van,62-201-9287,23.27
684,2022-11-28,delivered,86-227-8811,39.70
685,2021-02-22,ordered,25-432-8239,57.86
686,2020-03-04,delivered,92-487-3562,28.80
687,2019-07-26,delivered,59-738-2614,61.81
688,2020-08-22,ordered,46-627-8981,4.91
689,2021-01-17,delivered,92-859-5564,52.14
690,2021-11-23,delivered,95-581-6863,71.33
691,2020-10-30,ordered,87-766-3663,11.92
692,2021-11-29,delivered,28-376-6551,9.55
693,2022-09-20,ready,65-428-6495,55.57
694,2022-03-30,ready,24-690-6396,76.57
695,2021-09-22,in_van,46-576-0301,5.90
696,2020-04-30,in_van,83-262-1365,45.63
697,2021-05-28,delivered,86-425-5753,25.22
698,2021-06-17,ready,93-702-4764,76.28
699,2022-01-26,ready,51-493-6866,97.50
700,2021-06-09,ready,95-935-6126,99.91
701,2022-09-30,in_van,53-412-8787,75.97
702,2022-10-28,delivered,35-759-1971,55.79
703,2021-11-02,in_van,21-106-4079,27.37
704,2022-04-06,ordered,80-720-7802,29.43
705,2022-01-31,delivered,37-398-9630,60.30
706,2021-10-02,in_van,15-192-4862,98.37
707,2021-07-19,ordered,86-668-1105,1.89
708,2022-11-27,ready,05-024-1112,25.25
709,2022-12-06,ordered,85-868-5544,64.45
710,2019-10-17,ordered,49-404-6008,77.41
711,2021-08-16,ready,42-108-2633,32.98
712,2020-01-17,ready,23-824-2201,16.55
713,2019-06-16,ordered,90-256-2320,94.67
714,2020-12-27,delivered,99-679-0062,70.25
715,2020-09-08,delivered,54-322-1808,12.68
716,2022-03-15,ordered,43-850-7830,89.62
717,2020-04-07,ready,66-721-3658,85.98
718,2021-09-24,ready,82-445-5186,28.61
719,2021-03-02,in_van,79-627-2533,39.38
720,2022-09-25,ordered,43-634-6121,32.99
721,2022-03-13,delivered,67-723-0322,11.01
722,2022-01-16,ready,63-346-9064,92.43
723,2021-03-17,ready,50-747-1156,20.36
724,2020-09-01,ready,29-600-4791,26.10
725,2020-05-05,ordered,54-800-8042,87.22
726,2020-06-08,in_van,10-150-2658,47.62
727,2022-10-30,delivered,86-819-6178,89.17
728,2021-12-27,in_van,99-862-6759,59.34
729,2021-04-11,delivered,87-618-1229,95.57
730,2022-10-10,ordered,10-638-5334,45.76
731,2022-08-23,ready,90-359-2449,38.54
732,2020-12-19,ready,23-153-9991,74.77
733,2021-02-09,delivered,39-130-1094,42.38
734,2021-04-04,ready,29-260-4008,22.22
735,2019-11-13,delivered,23-364-4571,82.65
736,2022-04-20,ready,22-906-5872,78.30
737,2020-01-16,ready,26-326-8254,69.36
738,2022-05-19,ready,51-290-4538,78.89
739,2021-01-24,ready,40-476-8892,90.45
740,2021-05-28,ordered,86-606-8047,68.51
741,2022-03-30,ready,07-143-9471,70.16
742,2021-04-11,ready,05-822-0829,19.15
743,2019-09-11,delivered,64-941-6067,25.85
744,2019-09-03,in_van,44-969-2805,61.21
745,2020-12-26,ordered,41-201-7265,25.81
746,2021-01-16,ready,04-238-9179,48.96
747,2020-12-24,in_van,38-295-3172,14.14
748,2021-07-03,ordered,66-679-8766,46.39
749,2020-02-15,ready,75-556-0225,70.86
750,2020-03-08,delivered,95-025-5981,57.58
751,2020-02-22,ordered,07-312-6026,61.99
752,2021-05-25,delivered,46-072-3557,60.01
753,2022-03-12,ready,74-006-2266,84.96
754,2022-03-07,delivered,93-829-3135,23.14
755,2019-07-11,delivered,33-671-4773,98.37
756,2022-11-01,ready,38-694-5330,75.15
757,2021-09-11,ready,55-592-1782,37.97
758,2021-06-06,ready,92-880-1942,50.46
759,2020-08-15,ordered,36-019-1520,42.98
760,2022-05-13,ordered,49-961-9885,35.67
761,2023-01-05,ordered,90-877-0957,64.54
762,2021-12-14,in_van,09-185-3204,25.96
763,2021-09-14,in_van,37-656-4777,74.65
764,2021-07-20,in_van,65-432-1983,41.61
765,2020-01-07,ready,26-973-3455,6.99
766,2022-01-30,ready,99-346-2194,19.54
767,2020-02-07,ready,67-813-5657,24.01
768,2021-07-31,in_van,01-879-8004,3.53
769,2021-08-21,in_van,32-792-5231,72.53
770,2020-10-27,ordered,95-846-1036,98.30
771,2020-07-20,ordered,43-720-3267,63.50
772,2021-09-28,ordered,60-009-2815,58.29
773,2019-08-18,in_van,64-718-6202,24.65
774,2021-02-08,ordered,40-690-8134,97.24
775,2022-06-04,ordered,59-784-8988,19.02
776,2020-07-23,ordered,30-032-8406,15.04
777,2020-01-02,in_van,76-194-5836,74.30
778,2021-06-28,delivered,87-820-2746,92.69
779,2021-02-13,delivered,89-535-2329,25.73
780,2022-01-09,in_van,10-141-0121,6.69
781,2021-05-18,delivered,45-486-4534,8.09
782,2021-09-14,ready,34-230-0439,36.96
783,2021-04-13,in_van,24-102-1793,82.11
784,2021-04-14,delivered,00-822-8333,47.23
785,2021-05-02,in_van,31-669-5161,93.77
786,2020-11-30,in_van,37-691-9097,98.95
787,2020-07-04,ordered,72-306-1723,54.44
788,2021-05-04,ordered,53-622-3155,8.14
789,2020-11-21,ready,03-568-8174,37.51
790,2019-10-05,ready,05-318-1801,51.43
791,2020-09-01,ready,26-802-1005,74.70
792,2021-11-25,ordered,51-287-9364,36.44
793,2022-09-08,ready,15-272-2116,47.65
794,2022-11-17,ready,97-039-9333,25.11
795,2019-10-23,in_van,09-481-5023,65.94
796,2020-01-08,in_van,76-437-5698,7.28
797,2022-01-08,ordered,25-252-0068,27.89
798,2020-01-29,delivered,77-635-7433,93.07
799,2020-12-23,ordered,78-204-9950,58.74
800,2021-08-04,ready,77-367-2436,28.26
801,2022-01-15,ready,45-043-4851,85.99
802,2021-06-09,delivered,51-470-5294,33.22
803,2020-06-20,delivered,30-205-9759,20.05
804,2020-06-26,ordered,87-503-4703,59.57
805,2021-06-09,in_van,41-269-9772,4.85
806,2020-04-10,delivered,89-007-9559,6.42
807,2020-11-20,delivered,54-080-0702,31.71
808,2020-08-15,delivered,65-485-7254,15.68
809,2020-05-14,in_van,64-051-9774,73.42
810,2022-12-07,in_van,31-255-9487,46.07
811,2022-01-22,ready,97-623-6572,81.90
812,2022-02-01,delivered,79-946-2742,19.72
813,2020-03-21,ready,34-257-0115,61.44
814,2022-07-06,delivered,11-486-8739,3.27
815,2022-01-07,ready,21-385-2808,22.44
816,2020-09-14,in_van,30-790-3083,64.98
817,2022-05-30,in_van,40-599-5065,57.10
818,2022-02-01,ordered,42-438-0394,85.71
819,2019-06-29,ordered,71-828-3556,27.26
820,2021-01-24,delivered,51-420-8292,48.23
821,2022-02-15,ready,00-965-9450,52.49
822,2021-10-19,delivered,83-336-8250,20.58
823,2020-12-14,in_van,34-331-6365,87.91
824,2022-09-05,ordered,11-997-6382,38.53
825,2019-07-27,delivered,61-720-5633,87.11
826,2021-10-12,in_van,01-062-3384,22.51
827,2020-01-04,delivered,61-729-8958,48.72
828,2020-01-27,delivered,75-786-1124,51.42
829,2020-12-26,in_van,56-644-2509,20.37
830,2020-01-17,in_van,57-393-6200,51.08
831,2019-12-08,in_van,76-334-1448,53.49
832,2020-05-10,in_van,56-775-4607,90.55
833,2021-09-05,ordered,29-947-3866,30.22
834,2022-09-16,ready,32-317-3692,56.38
835,2021-07-07,delivered,26-461-5577,99.59
836,2020-10-06,delivered,30-715-2573,95.49
837,2019-10-29,ready,36-290-7816,56.21
838,2022-07-31,ordered,50-370-8158,15.52
839,2021-07-11,ready,92-776-2834,10.59
840,2020-04-10,ordered,61-501-5110,66.48
841,2019-06-28,in_van,29-952-5748,4.31
842,2019-07-06,in_van,86-400-9239,66.26
843,2021-03-20,in_van,79-850-0887,57.01
844,2020-11-26,delivered,31-302-3952,57.61
845,2021-02-06,ready,10-030-5503,10.89
846,2021-02-04,ready,24-041-3369,13.44
847,2021-06-03,ready,59-617-9817,17.10
848,2022-09-17,in_van,30-117-6174,49.23
849,2021-07-04,delivered,17-586-7905,66.41
850,2020-05-06,ordered,47-760-3761,1.60
851,2022-08-15,delivered,68-391-0908,41.00
852,2020-03-27,delivered,54-501-1389,93.73
853,2021-01-28,ready,99-900-7458,64.89
854,2021-03-10,ordered,55-250-4051,39.12
855,2022-06-30,ready,10-462-2908,71.65
856,2021-10-16,ordered,81-491-8325,46.74
857,2021-06-28,ordered,97-554-4987,26.74
858,2020-05-05,delivered,89-013-4600,94.37
859,2020-02-14,delivered,88-109-8460,3.80
860,2020-07-07,in_van,19-281-5590,83.50
861,2022-06-23,ready,61-721-9793,63.50
862,2021-05-10,ordered,77-083-7289,54.31
863,2021-10-11,ordered,95-551-4400,93.92
864,2022-05-20,ordered,29-577-3059,97.34
865,2020-06-24,in_van,43-663-3135,80.59
866,2021-06-04,ready,45-381-3607,98.46
867,2022-12-09,ready,02-732-6800,3.68
868,2019-08-22,in_van,50-475-9958,61.23
869,2020-10-19,ordered,92-873-3440,38.02
870,2021-10-04,ordered,41-640-4815,61.83
871,2020-03-04,delivered,45-153-3592,51.14
872,2022-01-23,delivered,80-984-7751,38.79
873,2019-11-09,in_van,31-014-4239,59.71
874,2021-05-03,in_van,71-274-0068,65.60
875,2020-12-05,in_van,40-081-7496,60.78
876,2022-06-17,delivered,54-413-3195,14.26
877,2021-03-02,delivered,64-427-6469,61.94
878,2021-11-21,delivered,89-266-9786,78.63
879,2022-02-21,ready,32-732-9550,98.47
880,2020-02-06,delivered,47-940-7720,14.67
881,2022-03-03,ordered,84-923-5585,77.90
882,2020-11-23,ordered,11-776-8532,79.71
883,2021-05-28,ready,40-708-8263,86.23
884,2021-09-19,in_van,19-798-0585,18.98
885,2022-09-16,ready,85-956-0185,96.80
886,2022-01-26,ready,49-275-9191,39.16
887,2021-10-20,in_van,62-507-3661,34.65
888,2020-06-15,delivered,50-030-7130,83.91
889,2021-10-31,in_van,19-530-8425,74.60
890,2020-11-05,ready,50-696-6686,94.51
891,2019-06-27,ordered,65-919-0733,24.09
892,2020-06-08,delivered,71-925-2450,64.54
893,2022-12-07,ready,52-523-5327,34.35
894,2020-03-25,in_van,30-087-5181,98.53
895,2021-11-18,ready,91-855-3626,81.55
896,2021-04-27,ordered,62-086-4242,53.18
897,2019-07-10,delivered,11-645-0948,56.37
898,2022-10-28,delivered,38-068-6643,17.36
899,2020-06-03,in_van,73-375-8634,65.23
900,2020-05-15,ready,96-458-9557,61.58
901,2019-12-07,ready,55-209-0374,81.10
902,2020-07-02,delivered,16-946-9856,29.24
903,2022-10-05,in_van,05-971-9045,5.93
904,2019-09-11,ready,06-075-0174,44.09
905,2020-03-14,in_van,67-748-7876,59.96
906,2021-06-08,ordered,97-246-5273,32.90
907,2022-10-28,ordered,02-715-2965,17.00
908,2020-07-27,delivered,82-505-2050,34.26
909,2021-07-21,ordered,84-039-6634,94.88
910,2020-11-30,ordered,91-659-9644,25.74
911,2020-07-05,ordered,21-164-7722,26.56
912,2020-02-14,delivered,36-898-0004,81.25
913,2022-06-08,in_van,95-007-7718,89.59
914,2022-09-30,ordered,03-955-4532,77.46
915,2021-07-14,in_van,58-753-8307,41.10
916,2020-03-28,ordered,47-612-6340,99.88
917,2019-12-23,ready,97-905-7691,39.14
918,2019-08-11,ready,26-929-8429,33.81
919,2021-02-11,delivered,92-660-8297,25.04
920,2021-04-13,ordered,37-675-7898,62.97
921,2021-01-13,delivered,93-892-9924,8.30
922,2020-06-14,delivered,77-779-8790,73.60
923,2019-11-17,ordered,95-666-2867,83.37
924,2021-01-17,ordered,24-934-3291,58.69
925,2020-11-05,delivered,36-505-9404,81.42
926,2021-07-10,ready,87-796-6079,89.75
927,2022-06-17,ordered,40-278-4324,27.96
928,2021-11-18,delivered,24-314-4867,3.18
929,2021-06-30,ready,85-196-6451,50.56
930,2019-08-15,delivered,67-413-6177,4.86
931,2020-12-07,delivered,65-262-1387,53.62
932,2022-07-13,ordered,69-817-7678,14.25
933,2021-10-06,delivered,17-253-1197,84.16
934,2020-12-25,ready,14-606-3655,61.04
935,2022-04-20,ready,99-664-1580,84.84
936,2021-08-01,ready,22-130-4513,77.64
937,2019-09-14,ordered,06-605-4865,63.42
938,2022-01-01,in_van,42-303-1476,60.25
939,2022-02-23,delivered,16-921-7992,94.51
940,2020-07-19,in_van,24-678-5042,8.47
941,2022-01-30,in_van,36-928-2921,79.35
942,2022-12-26,ready,15-090-5294,44.12
943,2020-06-15,ready,21-844-2539,31.11
944,2022-09-11,ordered,41-328-2835,13.82
945,2021-01-20,in_van,41-441-3097,76.69
946,2022-06-07,ready,43-461-0935,88.65
947,2021-05-26,delivered,37-273-5241,79.75
948,2020-06-01,ordered,32-377-0706,78.93
949,2022-07-21,ready,74-776-4460,93.63
950,2022-09-23,ordered,42-250-4316,54.36
951,2020-02-26,delivered,87-530-1190,50.13
952,2022-06-04,delivered,79-518-4381,80.59
953,2019-07-19,in_van,14-648-5507,1.49
954,2021-12-07,ready,74-980-5294,65.50
955,2021-03-01,delivered,17-264-8555,31.52
956,2021-11-03,ready,81-881-8993,58.19
957,2022-12-23,delivered,86-053-9440,57.11
958,2021-07-13,ready,58-300-9513,82.41
959,2021-01-31,ready,58-115-0437,35.40
960,2022-03-03,ordered,33-390-5032,11.80
961,2021-02-23,ready,30-724-0380,69.23
962,2022-05-28,ordered,01-733-5889,14.79
963,2022-12-25,in_van,80-349-3939,8.56
964,2021-12-24,ready,54-162-7684,39.97
965,2021-03-08,ordered,53-563-4345,36.43
966,2019-09-15,delivered,38-969-7419,96.44
967,2022-08-21,delivered,03-555-7951,65.53
968,2020-10-23,ordered,23-427-8106,74.87
969,2019-12-31,in_van,21-627-1027,79.28
970,2021-01-05,ordered,31-106-2180,62.94
971,2022-07-14,ordered,66-188-6911,14.45
972,2021-10-31,delivered,82-410-4692,17.51
973,2021-06-10,delivered,76-867-4343,79.63
974,2020-04-08,in_van,32-483-3668,97.86
975,2019-06-26,ordered,92-392-7061,67.47
976,2022-05-19,delivered,61-618-8783,2.33
977,2022-10-01,delivered,47-068-1396,75.76
978,2019-08-04,ordered,18-359-3465,97.50
979,2021-11-18,ordered,33-044-7954,99.07
980,2021-12-23,ready,19-189-3064,76.95
981,2019-11-18,ordered,36-478-2126,79.07
982,2020-09-25,ready,97-233-2887,89.12
983,2022-09-10,ordered,24-351-9777,91.98
984,2020-09-28,delivered,00-618-9205,62.81
985,2021-01-13,in_van,72-325-3096,34.16
986,2022-04-23,ready,14-316-4950,26.82
987,2021-07-21,in_van,66-525-3598,36.69
988,2019-09-30,ordered,66-056-8690,62.03
989,2020-10-25,delivered,66-501-9308,30.17
990,2021-05-17,ordered,97-946-2509,10.08
991,2021-04-16,ready,40-864-0766,14.19
992,2019-08-10,ready,25-177-6985,67.87
993,2021-07-11,ready,11-146-3342,31.25
994,2022-10-19,delivered,80-727-2984,34.68
995,2020-06-16,in_van,24-139-0192,22.68
996,2021-11-05,ordered,32-698-1958,49.46
997,2021-10-14,delivered,66-068-8313,28.02
998,2022-07-03,ready,02-311-4674,9.48
999,2020-12-23,in_van,85-569-0097,43.62
1000,2020-11-09,in_van,33-294-7116,55.72
