order_id,customer_id,order_date,cost,sales,quantity,discount,staff_id,menu_name,,,,,
27-991-7078,43-930-4762,2020-06-25,44.57,66.86,1,23.00,6,Corfu_5,,,,,
28-019-1318,83-279-6709,2019-09-03,220.00,330.00,1,15.00,2,Palermo_5,,,,,
28-279-3419,15-541-9267,2021-09-04,93.13,139.70,2,10.52,6,Palermo_5,,,,,
28-341-5469,06-346-0589,2021-07-25,210.00,315.00,3,91.14,1,Kusadasi_5,,,,,
28-376-6551,91-908-8699,2021-11-28,101.60,152.40,3,80.34,6,Kusadasi_6,,,,,
28-387-3547,18-296-6063,2019-08-14,125.00,187.50,2,80.34,6,Palermo_4,,,,,
28-608-5137,91-467-3717,2020-03-10,210.00,315.00,3,23.00,1,Ankara_6,,,,,
28-703-1952,31-307-2307,2021-03-14,83.99,125.99,1,37.04,2,Ankara_6,,,,,
28-882-5933,56-326-1556,2019-12-22,93.13,139.70,2,80.34,2,Corfu_4,,,,,
28-960-2783,55-844-1489,2022-10-24,320.00,480.00,2,10.52,2,Corfu_6,,,,,
29-260-4008,66-514-5198,2021-04-01,124.62,186.93,1,20.33,2,Roma_4,,,,,
29-353-4988,80-202-1241,2022-11-03,93.13,139.70,2,53.53,2,Corfu_5,,,,,
29-463-3688,21-644-8108,2019-12-05,44.57,66.86,1,10.00,2,Corfu_2,,,,,
29-546-8618,87-579-7924,2020-05-18,124.62,186.93,3,89.84,6,Kusadasi_2,,,,,
29-577-3059,58-897-9539,2022-05-18,98.00,147.00,3,91.14,4,Palermo_5,,,,,
29-587-2527,51-918-5148,2020-10-12,119.80,179.70,3,73.09,4,Ankara_1,,,,,
29-595-2468,85-126-7032,2021-12-18,220.00,330.00,1,67.77,2,Athens_4,,,,,
29-600-4791,88-988-5357,2020-08-31,235.00,352.50,3,54.08,1,Athens_5,,,,,
29-600-8355,02-063-5381,2019-11-01,101.60,152.40,1,99.24,5,Ankara_3,,,,,
29-601-2712,07-925-9556,2021-01-27,119.80,179.70,3,9.71,5,Roma_1,,,,,
29-728-2837,99-380-1965,2019-07-31,124.62,186.93,1,67.77,1,Roma_6,,,,,
29-773-5797,73-427-9774,2021-09-15,69.38,104.07,3,24.00,2,Kusadasi_2,,,,,
29-930-1681,16-112-3047,2019-08-17,310.00,465.00,2,91.41,4,Kusadasi_5,,,,,
29-947-3866,46-151-7455,2021-09-05,125.00,187.50,2,91.14,6,Roma_6,,,,,
29-952-5748,59-273-7178,2019-06-27,190.00,285.00,2,11.23,2,Athens_2,,,,,
30-032-8406,21-910-6325,2020-07-23,98.00,147.00,3,20.00,4,Athens_5,,,,,
30-082-2867,91-807-1653,2021-01-13,190.00,285.00,2,20.33,2,Kusadasi_1,,,,,
30-087-5181,57-785-3314,2020-03-22,133.17,199.76,1,61.49,2,Corfu_4,,,,,
30-117-6174,60-917-4254,2022-09-15,44.57,66.86,3,54.08,2,Palermo_6,,,,,
30-124-4774,84-872-5897,2020-02-05,125.00,187.50,3,73.09,3,Athens_1,,,,,
30-148-2955,80-373-3482,2019-11-02,98.00,147.00,1,20.00,3,Palermo_4,,,,,
30-205-9759,19-601-3865,2020-06-19,93.13,139.70,3,97.48,6,Corfu_3,,,,,
30-418-5129,86-857-1829,2021-01-07,210.00,315.00,1,61.49,6,Corfu_1,,,,,
30-601-0133,25-816-5806,2022-02-05,133.17,199.76,3,89.84,4,Kusadasi_6,,,,,
30-715-2573,77-952-2629,2020-10-06,220.00,330.00,3,47.84,6,Ankara_1,,,,,
30-724-0380,31-856-0244,2021-02-23,52.08,78.12,2,94.76,4,Palermo_6,,,,,
30-790-3083,77-281-8756,2020-09-11,210.00,315.00,3,80.34,6,Ankara_2,,,,,
30-791-3047,76-877-1926,2022-03-14,75.00,112.50,2,35.44,2,Kusadasi_1,,,,,
30-867-3284,26-631-4044,2020-10-05,69.38,104.07,2,91.41,2,Ankara_4,,,,,
30-969-9125,79-752-9044,2020-05-28,168.27,252.41,2,54.08,6,Kusadasi_6,,,,,
31-014-4239,87-182-2023,2019-11-07,52.08,78.12,2,51.05,3,Roma_2,,,,,
31-073-7194,59-029-6148,2019-08-18,52.08,78.12,2,9.71,6,Athens_3,,,,,
31-087-9491,32-475-1071,2022-10-26,133.17,199.76,1,10.00,2,Roma_2,,,,,
31-106-2180,74-776-1637,2021-01-05,210.00,315.00,1,9.71,4,Corfu_6,,,,,
31-121-8822,94-865-3366,2021-02-24,220.00,330.00,3,20.33,3,Ankara_1,,,,,
31-221-4991,45-770-5550,2020-11-28,310.00,465.00,2,97.48,6,Corfu_2,,,,,
31-255-9487,42-410-0705,2022-12-06,119.80,179.70,1,11.23,4,Corfu_1,,,,,
31-302-3952,06-093-4453,2020-11-24,124.62,186.93,3,17.40,6,Palermo_4,,,,,
31-340-1373,07-457-0443,2021-09-26,220.00,330.00,3,91.41,3,Roma_4,,,,,
31-404-5047,02-565-4368,2021-09-29,225.00,337.50,1,35.44,3,Corfu_1,,,,,
31-405-1090,80-827-8013,2021-12-27,190.00,285.00,3,97.48,1,Palermo_6,,,,,
31-576-8678,13-132-4970,2022-06-05,91.84,137.76,2,91.41,3,Kusadasi_5,,,,,
31-593-0632,90-627-6303,2022-07-07,44.57,66.86,3,37.04,6,Palermo_4,,,,,
31-607-0351,62-404-0979,2021-12-13,124.62,186.93,1,31.20,1,Athens_5,,,,,
31-669-5161,42-611-3228,2021-05-02,52.08,78.12,2,80.34,1,Athens_4,,,,,
31-762-1168,84-581-2271,2020-09-04,44.57,66.86,1,9.12,1,Kusadasi_3,,,,,
31-807-7846,78-925-5718,2022-11-24,101.60,152.40,1,61.49,3,Ankara_1,,,,,
31-955-7364,74-924-9475,2020-07-05,225.00,337.50,3,94.76,1,Athens_5,,,,,
32-023-4917,75-669-7534,2021-09-26,119.80,179.70,1,91.14,1,Corfu_3,,,,,
32-049-4417,98-252-9656,2021-03-30,125.00,187.50,2,17.40,4,Palermo_2,,,,,
32-208-6721,14-623-7622,2020-08-21,93.13,139.70,2,99.24,3,Athens_5,,,,,
32-317-3692,57-249-9311,2022-09-14,235.00,352.50,1,97.48,6,Palermo_3,,,,,
32-377-0706,98-591-9409,2020-05-29,210.00,315.00,3,53.53,2,Ankara_2,,,,,
32-483-3668,61-684-7316,2020-04-06,98.00,147.00,1,99.24,2,Athens_4,,,,,
32-596-3017,46-633-0361,2021-12-06,44.57,66.86,3,61.49,2,Athens_5,,,,,
32-698-1958,79-834-1150,2021-11-02,98.00,147.00,3,11.23,6,Corfu_2,,,,,
32-732-9550,96-936-2893,2022-02-21,75.00,112.50,2,54.08,3,Kusadasi_2,,,,,
32-783-7159,80-343-1997,2020-12-12,101.60,152.40,1,20.33,2,Corfu_6,,,,,
32-792-5231,23-205-4715,2021-08-21,75.00,112.50,2,31.20,3,Kusadasi_3,,,,,
32-923-9697,26-229-0678,2019-09-26,220.00,330.00,1,73.09,1,Ankara_2,,,,,
33-044-7954,07-575-4456,2021-11-16,93.13,139.70,3,53.53,2,Corfu_1,,,,,
33-177-2796,82-014-8133,2019-08-11,98.00,147.00,1,17.40,6,Palermo_6,,,,,
33-207-9048,01-882-3064,2020-07-04,124.62,186.93,1,15.00,4,Athens_4,,,,,
33-294-7116,22-719-1060,2020-11-09,101.60,152.40,3,91.41,4,Palermo_3,,,,,
33-390-5032,29-914-6794,2022-03-01,133.17,199.76,3,47.84,4,Roma_1,,,,,
33-395-8454,86-404-0358,2020-05-21,75.00,112.50,2,47.84,4,Corfu_4,,,,,
33-541-8718,38-821-9223,2021-09-11,210.00,315.00,3,9.71,1,Roma_2,,,,,
33-583-4747,68-632-2108,2021-05-30,225.00,337.50,1,54.08,2,Ankara_2,,,,,
33-596-6321,26-237-6257,2021-11-25,235.00,352.50,1,54.08,2,Kusadasi_1,,,,,
33-667-2660,19-662-9886,2021-02-16,69.38,104.07,2,97.48,5,Corfu_2,,,,,
33-671-4773,95-631-7257,2019-07-08,168.27,252.41,3,54.08,1,Kusadasi_1,,,,,
33-755-4654,33-715-4955,2022-07-23,69.38,104.07,2,73.09,4,Palermo_3,,,,,
33-894-6676,94-324-2649,2020-11-25,83.99,125.99,3,91.14,4,Palermo_2,,,,,
33-930-0109,13-473-0498,2020-03-18,101.60,152.40,1,10.52,2,Kusadasi_3,,,,,
34-061-0340,82-932-8304,2019-09-11,210.00,315.00,3,17.40,4,Corfu_5,,,,,
34-230-0439,21-823-5019,2021-09-12,44.57,66.86,1,17.40,4,Ankara_4,,,,,
34-257-0115,29-836-4385,2020-03-21,75.00,112.50,2,17.40,1,Palermo_3,,,,,
34-331-6365,35-306-1244,2020-12-13,144.09,216.14,2,10.00,1,Kusadasi_6,,,,,
34-415-8074,76-056-5131,2020-08-09,69.38,104.07,2,15.00,1,Corfu_3,,,,,
34-426-9335,91-276-1722,2022-08-05,75.00,112.50,2,11.23,5,Palermo_2,,,,,
34-629-9123,53-839-6279,2021-08-07,125.00,187.50,2,51.05,5,Roma_5,,,,,
34-631-7695,71-993-6020,2020-01-04,168.27,252.41,2,10.00,3,Roma_2,,,,,
34-970-4387,91-253-6389,2020-08-11,168.27,252.41,2,67.77,3,Ankara_3,,,,,
35-067-3364,57-653-7765,2022-07-06,69.38,104.07,2,9.71,2,Kusadasi_5,,,,,
35-174-3155,04-729-3719,2020-03-05,320.00,480.00,2,35.44,6,Roma_4,,,,,
35-326-1148,63-009-8189,2022-08-29,93.13,139.70,3,17.40,5,Kusadasi_2,,,,,
35-371-2486,79-082-9805,2020-02-02,320.00,480.00,2,31.20,5,Ankara_1,,,,,
35-427-7418,38-352-8049,2020-04-26,44.57,66.86,3,15.00,6,Roma_1,,,,,
35-460-4013,60-341-1613,2020-02-27,44.57,66.86,1,11.23,6,Palermo_3,,,,,
35-587-5940,67-522-8690,2019-08-27,220.00,330.00,3,23.00,6,Corfu_5,,,,,
35-759-1971,53-853-8502,2022-10-25,235.00,352.50,1,73.09,3,Athens_3,,,,,
35-795-9456,53-638-1872,2022-02-07,125.00,187.50,2,99.24,6,Roma_4,,,,,
35-884-9148,27-342-8219,2020-04-18,83.99,125.99,3,47.84,6,Ankara_6,,,,,
35-907-6473,09-463-4222,2021-11-02,75.00,112.50,2,37.04,4,Palermo_2,,,,,
35-988-0040,55-516-2272,2019-08-10,91.84,137.76,3,11.23,3,Corfu_3,,,,,
36-019-1520,91-839-0337,2020-08-12,93.13,139.70,2,37.04,5,Kusadasi_6,,,,,
36-290-7816,04-242-3472,2019-10-26,320.00,480.00,2,94.76,5,Kusadasi_4,,,,,
36-383-1600,87-811-2475,2019-08-08,52.08,78.12,2,89.84,2,Athens_5,,,,,
36-478-2126,07-158-6611,2019-11-18,91.84,137.76,2,73.09,3,Ankara_5,,,,,
36-480-1277,16-968-9858,2019-11-24,310.00,465.00,2,15.00,3,Corfu_5,,,,,
36-505-9404,13-549-8164,2020-11-02,320.00,480.00,2,61.49,5,Corfu_1,,,,,
36-779-8330,45-670-3073,2019-11-01,310.00,465.00,3,68.89,2,Athens_5,,,,,
36-816-5383,98-956-4430,2022-09-27,235.00,352.50,3,97.48,5,Ankara_4,,,,,
36-898-0004,80-692-1577,2020-02-11,101.60,152.40,3,99.24,4,Athens_2,,,,,
36-917-2834,73-873-4827,2021-08-14,220.00,330.00,3,11.23,4,Kusadasi_3,,,,,
36-928-2921,66-300-2343,2022-01-28,69.38,104.07,2,54.08,3,Ankara_5,,,,,
37-082-5374,35-231-9391,2022-06-22,320.00,480.00,2,91.41,6,Athens_2,,,,,
37-103-3005,07-589-4558,2019-08-06,125.00,187.50,3,31.20,1,Palermo_2,,,,,
37-255-6435,77-348-8809,2020-11-30,101.60,152.40,3,31.20,3,Corfu_2,,,,,
37-273-5241,19-848-0069,2021-05-25,320.00,480.00,3,10.00,6,Ankara_4,,,,,
37-398-9630,36-740-6346,2022-01-31,320.00,480.00,2,67.77,5,Kusadasi_1,,,,,
37-474-6061,24-176-7246,2022-09-27,144.09,216.14,2,80.34,5,Corfu_1,,,,,
37-563-3518,87-172-1004,2022-04-05,44.57,66.86,1,10.52,3,Athens_3,,,,,
37-656-4777,85-451-7757,2021-09-12,52.08,78.12,3,23.00,6,Kusadasi_6,,,,,
37-675-7898,34-942-9341,2021-04-12,119.80,179.70,3,20.33,3,Athens_2,,,,,
37-691-9097,62-189-0455,2020-11-29,83.99,125.99,1,54.08,4,Corfu_1,,,,,
37-765-3279,73-948-0480,2022-06-03,133.17,199.76,1,11.23,2,Roma_2,,,,,
38-068-6643,81-094-4880,2022-10-25,119.80,179.70,1,47.84,6,Athens_3,,,,,
38-295-3172,72-152-2430,2020-12-24,75.00,112.50,3,10.52,2,Athens_6,,,,,
38-478-1265,80-658-1730,2021-06-04,75.00,112.50,3,15.00,6,Athens_3,,,,,
38-624-7763,24-717-8311,2022-07-05,69.38,104.07,2,80.34,2,Kusadasi_6,,,,,
38-694-5330,17-578-7660,2022-10-29,124.62,186.93,3,98.01,5,Palermo_1,,,,,
38-750-7959,16-392-8441,2020-02-29,119.80,179.70,1,20.00,5,Roma_5,,,,,
38-969-7419,95-862-4662,2019-09-12,235.00,352.50,1,51.05,4,Athens_2,,,,,
38-994-1709,71-703-5222,2020-07-28,98.00,147.00,1,47.84,4,Athens_1,,,,,
39-040-2440,75-071-4546,2020-10-06,190.00,285.00,2,30.00,2,Palermo_2,,,,,
39-130-1094,40-236-9118,2021-02-07,168.27,252.41,2,73.09,5,Corfu_4,,,,,
39-201-1204,79-307-3578,2019-09-29,168.27,252.41,3,51.05,5,Ankara_6,,,,,
39-547-3173,63-906-6480,2020-12-15,220.00,330.00,1,98.01,5,Athens_6,,,,,
39-607-8115,58-196-6560,2022-12-10,83.99,125.99,1,10.52,5,Athens_4,,,,,
39-613-0627,18-238-2784,2022-03-27,91.84,137.76,2,61.49,6,Palermo_3,,,,,
39-647-4894,97-122-0077,2022-05-27,144.09,216.14,2,9.12,3,Palermo_4,,,,,
39-843-1059,71-234-5179,2020-06-03,69.38,104.07,2,10.52,5,Palermo_1,,,,,
40-081-7496,50-466-7631,2020-12-03,69.38,104.07,3,17.40,2,Palermo_5,,,,,
40-107-4974,72-486-1808,2022-07-06,69.38,104.07,3,20.33,3,Kusadasi_1,,,,,
40-168-4233,84-403-5215,2020-09-22,124.62,186.93,3,68.89,2,Roma_6,,,,,
40-192-8164,73-965-2661,2021-08-11,168.27,252.41,3,37.04,3,Corfu_4,,,,,
40-278-4324,53-208-7209,2022-06-15,310.00,465.00,2,97.48,6,Palermo_4,,,,,
40-429-8594,18-790-4326,2019-08-15,83.99,125.99,3,9.12,1,Athens_5,,,,,
40-476-8892,57-157-8353,2021-01-22,91.84,137.76,3,61.49,6,Ankara_6,,,,,
40-486-8511,79-477-1193,2021-10-10,98.00,147.00,3,20.33,2,Corfu_2,,,,,
40-599-5065,30-825-3298,2022-05-27,310.00,465.00,2,54.08,6,Athens_3,,,,,
40-690-8134,17-425-9366,2021-02-08,225.00,337.50,1,47.84,2,Corfu_2,,,,,
40-708-8263,80-279-3555,2021-05-27,310.00,465.00,3,37.04,3,Ankara_5,,,,,
40-864-0766,34-231-0656,2021-04-15,320.00,480.00,2,47.84,2,Roma_1,,,,,
41-177-5682,91-488-9581,2022-12-14,133.17,199.76,1,80.34,2,Athens_2,,,,,
41-179-7445,18-878-4452,2020-10-24,83.99,125.99,1,51.05,6,Corfu_6,,,,,
41-201-7265,45-044-4374,2020-12-23,125.00,187.50,2,20.00,4,Kusadasi_2,,,,,
41-269-9772,56-511-3188,2021-06-09,91.84,137.76,2,47.84,5,Kusadasi_3,,,,,
41-328-2835,23-834-9533,2022-09-09,235.00,352.50,3,30.00,2,Palermo_2,,,,,
41-441-3097,81-334-5691,2021-01-17,75.00,112.50,2,37.04,1,Palermo_5,,,,,
41-597-5931,22-174-9688,2022-05-29,210.00,315.00,3,98.01,5,Kusadasi_6,,,,,
41-622-4465,18-208-4971,2020-07-18,69.38,104.07,2,37.04,1,Palermo_3,,,,,
41-640-4815,90-268-2856,2021-10-02,44.57,66.86,1,15.00,5,Ankara_4,,,,,
42-108-2633,07-597-7903,2021-08-15,168.27,252.41,2,68.89,1,Corfu_3,,,,,
42-108-7287,33-208-6770,2020-06-22,69.38,104.07,3,9.12,6,Ankara_5,,,,,
42-250-4316,42-897-6329,2022-09-22,225.00,337.50,1,73.09,1,Kusadasi_1,,,,,
42-303-1476,30-902-5761,2021-12-30,133.17,199.76,1,91.41,1,Kusadasi_5,,,,,
42-438-0394,96-799-4054,2022-02-01,225.00,337.50,1,98.01,2,Kusadasi_1,,,,,
42-829-4772,35-344-7124,2022-12-04,220.00,330.00,3,10.52,6,Corfu_3,,,,,
42-906-2475,96-883-5571,2021-10-11,52.08,78.12,3,97.48,5,Roma_4,,,,,
43-009-8040,50-716-5754,2020-01-11,320.00,480.00,2,9.71,4,Ankara_1,,,,,
43-052-9931,89-896-4591,2021-12-27,190.00,285.00,2,9.71,1,Ankara_4,,,,,
43-109-7017,51-811-2023,2020-07-22,144.09,216.14,2,20.00,3,Ankara_1,,,,,
43-134-2893,79-230-2093,2022-11-16,119.80,179.70,1,68.89,5,Corfu_4,,,,,
43-238-0006,37-372-9415,2020-11-26,124.62,186.93,1,17.40,6,Kusadasi_5,,,,,
43-461-0935,30-022-9413,2022-06-06,220.00,330.00,1,24.00,4,Kusadasi_3,,,,,
43-566-9850,39-359-4391,2019-10-01,98.00,147.00,3,10.52,1,Ankara_6,,,,,
43-634-6121,11-586-9495,2022-09-22,83.99,125.99,3,17.40,2,Athens_5,,,,,
43-663-3135,45-104-2327,2020-06-23,168.27,252.41,2,97.48,6,Palermo_3,,,,,
43-718-3224,58-762-4502,2019-07-29,235.00,352.50,1,47.84,1,Corfu_6,,,,,
43-720-3267,37-076-7913,2020-07-17,320.00,480.00,3,91.14,5,Palermo_3,,,,,
43-799-4873,22-501-0325,2022-11-24,69.38,104.07,2,11.23,4,Athens_1,,,,,
43-850-7830,14-188-9770,2022-03-14,44.57,66.86,3,10.52,2,Roma_3,,,,,
43-918-0203,48-898-3804,2022-07-07,101.60,152.40,3,37.04,6,Roma_5,,,,,
44-087-0146,57-651-6974,2021-10-12,52.08,78.12,2,20.33,1,Athens_5,,,,,
44-357-1100,73-849-7161,2020-02-18,119.80,179.70,1,99.24,2,Corfu_2,,,,,
44-379-6825,03-512-0082,2021-11-22,125.00,187.50,3,37.04,5,Ankara_1,,,,,
44-439-4440,02-681-4911,2022-08-04,69.38,104.07,2,61.49,2,Athens_4,,,,,
44-701-3012,63-367-4362,2020-06-24,75.00,112.50,2,9.71,4,Roma_1,,,,,
44-877-6595,95-556-4695,2022-08-27,93.13,139.70,2,31.20,5,Kusadasi_1,,,,,
44-969-2805,76-335-3399,2019-09-02,119.80,179.70,3,94.76,4,Roma_4,,,,,
45-033-9684,22-453-6603,2021-04-29,133.17,199.76,3,99.24,3,Athens_4,,,,,
45-043-4851,60-346-2768,2022-01-14,144.09,216.14,2,61.49,3,Roma_6,,,,,
45-153-3592,54-078-7771,2020-03-03,91.84,137.76,2,10.52,1,Palermo_1,,,,,
45-381-3607,26-472-0085,2021-06-03,124.62,186.93,1,68.89,2,Corfu_1,,,,,
45-436-6764,79-104-5654,2020-07-31,75.00,112.50,3,99.24,1,Athens_6,,,,,
45-486-4534,49-905-8008,2021-05-15,93.13,139.70,2,89.84,1,Ankara_5,,,,,
45-519-3808,97-034-6516,2022-08-19,320.00,480.00,2,47.84,4,Corfu_1,,,,,
45-594-5624,24-909-6177,2022-07-24,133.17,199.76,1,9.12,5,Palermo_3,,,,,
45-742-2253,90-275-2874,2022-10-13,124.62,186.93,1,73.09,4,Ankara_1,,,,,
45-780-6744,94-518-3950,2022-03-05,310.00,465.00,3,30.00,2,Kusadasi_6,,,,,
45-989-0711,66-386-4902,2020-04-24,119.80,179.70,3,73.09,2,Athens_4,,,,,
46-031-2472,23-068-9989,2020-10-22,320.00,480.00,2,98.01,3,Kusadasi_6,,,,,
46-072-3557,03-547-5984,2021-05-22,225.00,337.50,3,91.41,6,Roma_3,,,,,
46-138-6582,86-592-7704,2019-08-24,125.00,187.50,2,35.44,5,Athens_6,,,,,
46-301-6761,40-931-4451,2020-07-01,119.80,179.70,3,9.12,4,Roma_3,,,,,
46-576-0301,18-648-5116,2021-09-21,91.84,137.76,2,99.24,5,Athens_2,,,,,
46-627-8981,63-400-1629,2020-08-22,98.00,147.00,3,89.84,2,Roma_3,,,,,
46-671-2432,29-631-4932,2022-04-13,220.00,330.00,3,99.24,2,Roma_2,,,,,
46-686-0158,97-474-3634,2022-07-22,133.17,199.76,1,98.01,5,Kusadasi_4,,,,,
46-715-1183,41-635-6237,2021-01-22,101.60,152.40,1,51.05,1,Palermo_2,,,,,
46-773-9492,84-559-2630,2022-11-15,168.27,252.41,3,20.33,3,Kusadasi_4,,,,,
46-796-5628,29-590-2171,2020-10-28,119.80,179.70,3,97.48,1,Athens_6,,,,,
46-892-9399,58-570-3984,2021-10-14,52.08,78.12,3,67.77,4,Palermo_2,,,,,
46-969-1933,31-441-5077,2021-08-27,310.00,465.00,2,54.08,2,Athens_2,,,,,
47-068-1396,23-233-9582,2022-09-30,144.09,216.14,2,24.00,3,Athens_6,,,,,
47-084-5361,94-189-0780,2021-10-09,91.84,137.76,3,51.05,4,Athens_5,,,,,
47-102-5062,20-741-4330,2019-09-14,98.00,147.00,3,68.89,3,Kusadasi_6,,,,,
47-198-9429,21-735-6636,2022-06-12,133.17,199.76,1,31.20,3,Roma_2,,,,,
47-441-1628,46-863-0685,2022-11-07,220.00,330.00,3,24.00,4,Athens_1,,,,,
47-612-6340,81-488-4385,2020-03-27,133.17,199.76,3,10.00,4,Palermo_6,,,,,
47-760-3761,83-415-1839,2020-05-04,133.17,199.76,1,99.24,5,Ankara_1,,,,,
47-940-7720,43-976-6171,2020-02-05,220.00,330.00,3,98.01,5,Athens_2,,,,,
48-335-5237,39-392-8970,2022-02-14,133.17,199.76,1,37.04,3,Palermo_6,,,,,
48-370-5933,35-042-6593,2022-01-28,168.27,252.41,2,94.76,6,Athens_2,,,,,
48-873-2607,77-064-4656,2019-09-29,75.00,112.50,3,98.01,4,Palermo_2,,,,,
49-275-9191,27-053-6056,2022-01-25,98.00,147.00,1,53.53,4,Ankara_4,,,,,
49-337-9727,85-983-2290,2022-10-23,190.00,285.00,2,10.52,4,Corfu_1,,,,,
49-366-5985,38-254-0934,2021-01-08,83.99,125.99,1,73.09,3,Palermo_5,,,,,
49-368-5121,06-566-4150,2021-10-18,69.38,104.07,3,89.84,2,Athens_6,,,,,
49-404-6008,95-505-4189,2019-10-17,98.00,147.00,1,97.48,2,Roma_1,,,,,
49-429-0115,91-321-8895,2019-11-23,44.57,66.86,1,35.44,3,Corfu_5,,,,,
49-795-0099,83-007-6408,2019-10-20,320.00,480.00,2,37.04,5,Kusadasi_6,,,,,
49-841-5624,52-259-8758,2021-08-15,91.84,137.76,2,10.00,4,Kusadasi_3,,,,,
49-934-7149,58-629-4175,2021-01-30,98.00,147.00,1,11.23,4,Kusadasi_6,,,,,
49-961-9885,98-336-1192,2022-05-13,44.57,66.86,3,24.00,1,Ankara_6,,,,,
50-030-7130,05-685-7660,2020-06-15,124.62,186.93,3,73.09,1,Corfu_1,,,,,
50-048-3933,74-526-8799,2020-10-31,310.00,465.00,2,53.53,5,Corfu_3,,,,,
50-185-4137,73-712-9768,2020-01-13,320.00,480.00,2,99.24,6,Athens_6,,,,,
50-370-8158,97-519-5326,2022-07-30,210.00,315.00,1,20.00,4,Palermo_3,,,,,
50-475-9958,85-315-2081,2019-08-20,101.60,152.40,3,94.76,1,Corfu_6,,,,,
50-617-3367,30-959-5571,2020-09-24,125.00,187.50,2,89.84,1,Athens_4,,,,,
50-696-6686,62-549-2752,2020-11-04,101.60,152.40,1,9.12,4,Palermo_1,,,,,
50-747-1156,39-702-3793,2021-03-16,125.00,187.50,3,80.34,6,Roma_2,,,,,
50-817-8023,77-591-2181,2020-07-14,210.00,315.00,1,67.77,1,Kusadasi_4,,,,,
50-818-0337,74-822-1028,2022-12-28,124.62,186.93,1,80.34,4,Kusadasi_2,,,,,
51-007-0849,19-745-7544,2019-09-22,93.13,139.70,2,23.00,2,Athens_5,,,,,
51-062-8739,52-341-6099,2022-06-03,144.09,216.14,2,89.84,3,Roma_1,,,,,
51-247-0503,29-317-1692,2022-05-03,91.84,137.76,2,89.84,6,Ankara_2,,,,,
