order_id,customer_id,order_date,cost,sales,quantity,discount,staff_id,menu_name,,,,,
51-287-9364,14-346-3203,2021-11-22,220.00,330.00,3,10.00,4,Ankara_5,,,,,
51-290-4538,86-277-5508,2022-05-19,44.57,66.86,1,31.20,1,Athens_1,,,,,
51-322-7429,51-824-3545,2021-04-28,93.13,139.70,2,37.04,1,Kusadasi_2,,,,,
51-349-8226,67-170-9130,2021-08-14,133.17,199.76,3,24.00,5,Corfu_2,,,,,
51-420-8292,32-736-6261,2021-01-24,98.00,147.00,3,30.00,1,Palermo_3,,,,,
51-470-5294,76-163-3165,2021-06-08,101.60,152.40,1,91.14,3,Kusadasi_6,,,,,
51-493-6866,45-272-9855,2022-01-24,69.38,104.07,3,10.00,1,Kusadasi_6,,,,,
51-955-2727,91-982-8246,2021-05-25,98.00,147.00,1,30.00,6,Athens_6,,,,,
51-959-4742,93-638-4651,2022-05-17,44.57,66.86,1,20.00,2,Corfu_5,,,,,
51-960-7680,89-961-8506,2022-06-04,235.00,352.50,1,98.01,5,Roma_1,,,,,
52-071-2704,80-644-1720,2022-08-11,83.99,125.99,3,54.08,3,Kusadasi_3,,,,,
52-104-3482,65-854-0852,2021-10-27,235.00,352.50,1,91.14,4,Ankara_3,,,,,
52-152-3371,83-012-9386,2021-08-14,320.00,480.00,3,24.00,5,Roma_1,,,,,
52-348-6923,78-456-9963,2021-12-02,125.00,187.50,2,10.00,2,Roma_4,,,,,
52-523-5327,28-108-0435,2022-12-07,91.84,137.76,2,31.20,4,Roma_3,,,,,
52-708-9153,91-757-8892,2023-01-06,210.00,315.00,1,24.00,4,Athens_4,,,,,
52-905-6091,88-616-2949,2021-07-30,52.08,78.12,2,10.00,6,Athens_3,,,,,
52-984-2592,49-536-9801,2020-08-15,235.00,352.50,1,89.84,3,Roma_6,,,,,
53-068-3680,89-492-9791,2020-11-08,235.00,352.50,3,99.24,3,Palermo_2,,,,,
53-131-0339,19-203-6248,2021-06-22,210.00,315.00,1,68.89,3,Ankara_6,,,,,
53-322-3671,13-040-2063,2021-01-13,93.13,139.70,2,73.09,5,Roma_5,,,,,
53-401-6179,30-073-5505,2021-01-07,124.62,186.93,3,54.08,3,Ankara_2,,,,,
53-412-8787,51-291-3742,2022-09-27,125.00,187.50,2,23.00,2,Athens_5,,,,,
53-430-9568,12-210-8916,2019-11-20,44.57,66.86,1,68.89,3,Corfu_4,,,,,
53-433-8071,16-649-4523,2021-02-15,320.00,480.00,2,73.09,5,Palermo_1,,,,,
53-494-9541,01-864-9695,2021-10-08,69.38,104.07,2,30.00,1,Roma_2,,,,,
53-504-3875,36-618-6589,2021-09-16,119.80,179.70,3,15.00,2,Palermo_5,,,,,
53-541-9522,89-981-5015,2022-07-14,168.27,252.41,2,47.84,6,Corfu_3,,,,,
53-563-4345,95-339-8822,2021-03-08,125.00,187.50,2,11.23,5,Roma_4,,,,,
53-585-4586,65-465-1137,2020-07-06,124.62,186.93,3,24.00,6,Kusadasi_5,,,,,
53-622-3155,44-431-8932,2021-05-03,119.80,179.70,3,99.24,6,Corfu_3,,,,,
53-661-8226,34-938-2645,2022-11-05,144.09,216.14,2,51.05,4,Roma_3,,,,,
53-763-8296,13-641-1831,2020-06-23,225.00,337.50,1,24.00,3,Corfu_2,,,,,
53-851-0542,43-225-1028,2021-04-07,98.00,147.00,1,73.09,5,Roma_3,,,,,
53-925-0103,00-352-9063,2021-10-21,235.00,352.50,3,24.00,6,Palermo_5,,,,,
53-974-4637,94-235-1902,2021-06-23,310.00,465.00,2,37.04,5,Athens_1,,,,,
54-080-0702,82-520-3770,2020-11-20,52.08,78.12,2,20.00,2,Palermo_3,,,,,
54-162-7684,18-892-9010,2021-12-22,119.80,179.70,3,10.52,3,Ankara_3,,,,,
54-322-1808,78-757-0953,2020-09-08,93.13,139.70,3,15.00,6,Athens_2,,,,,
54-366-6861,72-055-7985,2020-06-15,125.00,187.50,2,20.00,6,Roma_3,,,,,
54-413-3195,41-164-0757,2022-06-14,119.80,179.70,3,91.41,5,Palermo_1,,,,,
54-501-1389,35-922-4096,2020-03-27,83.99,125.99,3,37.04,1,Ankara_4,,,,,
54-555-7832,73-374-8667,2020-06-04,225.00,337.50,3,73.09,1,Kusadasi_2,,,,,
54-800-8042,92-702-5870,2020-05-05,75.00,112.50,2,98.01,6,Corfu_3,,,,,
54-815-3308,22-129-8597,2023-01-03,235.00,352.50,1,9.12,4,Roma_6,,,,,
55-209-0374,41-371-0653,2019-12-06,75.00,112.50,2,15.00,3,Ankara_3,,,,,
55-250-4051,29-212-8537,2021-03-07,119.80,179.70,1,10.00,1,Kusadasi_2,,,,,
55-263-8669,00-988-1489,2021-09-06,320.00,480.00,3,51.05,5,Athens_6,,,,,
55-443-2920,75-937-6004,2022-01-23,93.13,139.70,2,67.77,4,Palermo_6,,,,,
55-592-1782,80-268-7959,2021-09-08,144.09,216.14,2,99.24,4,Roma_3,,,,,
55-619-8849,15-547-7156,2022-04-27,52.08,78.12,3,10.52,4,Roma_4,,,,,
55-676-1998,59-553-0874,2022-05-27,98.00,147.00,3,91.41,5,Corfu_1,,,,,
55-734-7101,27-350-6986,2022-02-20,124.62,186.93,3,10.52,6,Roma_5,,,,,
55-932-3347,01-905-4730,2021-04-09,119.80,179.70,1,89.84,5,Palermo_4,,,,,
56-076-6137,46-957-2549,2020-08-13,144.09,216.14,2,10.00,3,Kusadasi_1,,,,,
56-184-4508,00-806-0662,2020-03-12,225.00,337.50,3,15.00,6,Palermo_1,,,,,
56-195-4013,96-259-0479,2022-06-21,101.60,152.40,3,9.12,5,Ankara_6,,,,,
56-271-4185,83-800-4789,2021-10-09,225.00,337.50,3,91.41,3,Corfu_4,,,,,
56-307-1423,23-541-2030,2021-08-17,119.80,179.70,1,91.41,4,Palermo_5,,,,,
56-331-9919,72-417-9175,2021-11-03,220.00,330.00,3,35.44,6,Corfu_5,,,,,
56-545-1829,14-427-0652,2022-02-15,133.17,199.76,1,91.14,1,Athens_1,,,,,
56-644-2509,47-775-2879,2020-12-26,52.08,78.12,2,67.77,2,Athens_2,,,,,
56-775-4607,99-823-8050,2020-05-07,119.80,179.70,3,61.49,4,Athens_2,,,,,
56-840-9304,26-834-8571,2019-10-14,52.08,78.12,2,80.34,4,Palermo_2,,,,,
56-933-2115,17-162-2135,2022-05-15,144.09,216.14,3,99.24,6,Kusadasi_5,,,,,
57-393-6200,58-519-0920,2020-01-17,83.99,125.99,1,35.44,1,Athens_4,,,,,
57-417-7291,60-477-3944,2022-07-17,98.00,147.00,3,67.77,5,Ankara_1,,,,,
57-683-6723,11-402-7555,2022-12-29,320.00,480.00,2,80.34,6,Kusadasi_5,,,,,
57-755-0191,03-133-1843,2022-01-22,44.57,66.86,1,24.00,1,Roma_4,,,,,
57-761-6559,79-080-9855,2020-11-29,235.00,352.50,1,17.40,4,Kusadasi_6,,,,,
57-773-2064,82-214-2697,2022-03-17,52.08,78.12,2,73.09,5,Athens_4,,,,,
58-064-3049,93-710-1150,2019-08-15,98.00,147.00,3,80.34,6,Athens_5,,,,,
58-115-0437,06-831-0706,2021-01-30,91.84,137.76,2,68.89,3,Kusadasi_1,,,,,
58-149-3499,15-038-3835,2021-08-14,124.62,186.93,3,10.00,6,Kusadasi_4,,,,,
58-251-6487,37-472-2855,2021-01-23,44.57,66.86,3,97.48,6,Ankara_1,,,,,
58-287-7773,22-744-2112,2019-07-17,133.17,199.76,3,53.53,3,Corfu_5,,,,,
58-300-9513,49-948-7915,2021-07-11,44.57,66.86,1,97.48,3,Kusadasi_6,,,,,
58-326-4792,49-045-3798,2020-05-03,44.57,66.86,3,99.24,2,Roma_2,,,,,
58-376-5889,26-673-1238,2020-09-27,320.00,480.00,2,10.00,3,Ankara_6,,,,,
58-419-3322,76-663-5204,2021-02-20,119.80,179.70,3,98.01,2,Kusadasi_1,,,,,
58-753-8307,37-845-3065,2021-07-14,91.84,137.76,3,24.00,5,Ankara_1,,,,,
59-023-1187,63-547-7404,2020-10-27,220.00,330.00,3,89.84,4,Ankara_6,,,,,
59-380-4206,14-852-2100,2020-09-30,144.09,216.14,3,91.41,5,Palermo_4,,,,,
59-493-4419,43-748-1342,2019-11-20,69.38,104.07,2,17.40,2,Corfu_2,,,,,
59-613-6838,64-444-2153,2019-09-20,210.00,315.00,1,20.33,1,Athens_3,,,,,
59-617-9817,37-038-2215,2021-06-02,93.13,139.70,2,80.34,1,Palermo_3,,,,,
59-738-2614,47-010-9846,2019-07-26,190.00,285.00,2,51.05,5,Palermo_1,,,,,
59-784-8988,54-763-6870,2022-06-03,190.00,285.00,2,94.76,5,Kusadasi_4,,,,,
59-971-2896,50-753-5196,2019-08-23,190.00,285.00,3,67.77,2,Kusadasi_3,,,,,
60-009-2815,46-123-3292,2021-09-28,210.00,315.00,3,97.48,4,Athens_2,,,,,
60-078-2571,61-679-9578,2020-04-02,125.00,187.50,2,61.49,5,Athens_3,,,,,
60-081-1759,81-155-1642,2019-07-27,235.00,352.50,1,30.00,6,Corfu_6,,,,,
60-197-5739,79-227-9821,2022-02-27,133.17,199.76,3,51.05,6,Ankara_5,,,,,
60-230-9043,92-898-9409,2021-08-21,220.00,330.00,1,51.05,5,Athens_3,,,,,
60-270-8291,42-037-9687,2020-11-20,235.00,352.50,1,35.44,3,Corfu_4,,,,,
60-600-4172,28-838-2563,2020-01-02,235.00,352.50,3,10.52,6,Kusadasi_5,,,,,
60-725-6733,11-447-6901,2019-09-05,125.00,187.50,2,24.00,5,Athens_4,,,,,
60-885-4424,82-505-1173,2020-08-16,235.00,352.50,1,31.20,5,Kusadasi_5,,,,,
60-913-9847,15-796-7574,2020-02-22,91.84,137.76,2,68.89,4,Palermo_5,,,,,
61-057-1975,72-013-3529,2022-06-26,101.60,152.40,3,98.01,1,Kusadasi_6,,,,,
61-096-3317,97-003-2495,2022-05-04,83.99,125.99,1,17.40,3,Palermo_5,,,,,
61-097-0206,69-254-9529,2020-10-25,93.13,139.70,3,98.01,6,Roma_5,,,,,
61-185-3517,52-456-8474,2020-06-07,83.99,125.99,1,53.53,1,Ankara_6,,,,,
61-501-5110,03-350-0766,2020-04-07,225.00,337.50,3,10.52,2,Kusadasi_1,,,,,
61-509-9344,23-245-6549,2021-02-13,235.00,352.50,3,20.33,6,Kusadasi_5,,,,,
61-533-3161,34-306-8680,2022-04-05,235.00,352.50,3,53.53,6,Ankara_2,,,,,
61-618-8783,64-856-3763,2022-05-16,124.62,186.93,3,37.04,4,Roma_1,,,,,
61-622-8419,02-156-3419,2019-10-21,91.84,137.76,3,94.76,3,Roma_6,,,,,
61-720-5633,56-125-9083,2019-07-24,93.13,139.70,2,23.00,5,Athens_3,,,,,
61-721-9793,21-055-2991,2022-06-20,310.00,465.00,2,35.44,2,Ankara_4,,,,,
61-729-8958,50-376-1116,2020-01-04,91.84,137.76,3,20.33,1,Roma_6,,,,,
61-753-0334,76-207-5652,2020-04-20,133.17,199.76,1,73.09,6,Kusadasi_1,,,,,
61-799-5380,07-187-1437,2020-11-22,310.00,465.00,2,98.01,2,Roma_5,,,,,
61-841-5883,44-048-2898,2022-11-14,320.00,480.00,3,94.76,1,Ankara_2,,,,,
62-086-4242,46-049-5828,2021-04-26,83.99,125.99,3,97.48,3,Kusadasi_4,,,,,
62-201-9287,05-480-9942,2019-06-26,320.00,480.00,3,20.00,4,Corfu_1,,,,,
62-507-3661,28-076-4615,2021-10-18,168.27,252.41,2,23.00,4,Roma_4,,,,,
62-591-7981,45-876-6548,2021-12-03,91.84,137.76,2,20.00,3,Roma_5,,,,,
62-768-3976,37-402-2949,2022-10-10,91.84,137.76,2,20.33,2,Roma_2,,,,,
62-918-2454,30-395-2269,2021-12-03,125.00,187.50,2,20.00,5,Ankara_6,,,,,
63-204-3800,75-905-7326,2019-08-04,190.00,285.00,2,11.23,1,Corfu_4,,,,,
63-236-3555,81-015-5506,2021-04-25,124.62,186.93,1,61.49,1,Kusadasi_2,,,,,
63-346-9064,79-339-7626,2022-01-14,119.80,179.70,1,9.71,6,Roma_3,,,,,
63-453-3505,66-811-8791,2021-02-01,98.00,147.00,1,15.00,1,Palermo_4,,,,,
63-500-9286,28-196-8983,2021-01-02,133.17,199.76,3,54.08,4,Kusadasi_5,,,,,
63-555-6345,98-945-3693,2020-09-20,320.00,480.00,3,20.33,4,Kusadasi_6,,,,,
63-761-3686,65-353-0657,2020-08-25,235.00,352.50,1,15.00,6,Kusadasi_3,,,,,
64-051-9774,53-257-4115,2020-05-14,69.38,104.07,2,10.52,6,Roma_6,,,,,
64-141-5718,11-127-1413,2020-08-01,93.13,139.70,3,20.00,2,Palermo_5,,,,,
64-427-6469,01-646-4719,2021-03-02,125.00,187.50,2,9.71,2,Palermo_2,,,,,
64-446-6092,21-950-4765,2021-02-04,44.57,66.86,3,73.09,6,Athens_5,,,,,
64-569-9390,00-381-6823,2021-12-12,93.13,139.70,3,89.84,5,Palermo_6,,,,,
64-718-6202,30-426-0861,2019-08-15,310.00,465.00,2,68.89,2,Roma_6,,,,,
64-918-4744,32-854-1763,2019-09-16,220.00,330.00,3,35.44,3,Roma_4,,,,,
64-941-6067,18-179-2197,2019-09-11,69.38,104.07,2,47.84,1,Ankara_1,,,,,
65-080-5283,85-368-5194,2021-10-24,44.57,66.86,1,54.08,6,Roma_3,,,,,
65-170-4476,72-484-4060,2021-03-25,168.27,252.41,2,20.00,4,Kusadasi_6,,,,,
65-249-5260,63-572-7482,2019-09-05,210.00,315.00,3,9.12,5,Kusadasi_1,,,,,
65-262-1387,42-475-0558,2020-12-04,168.27,252.41,3,20.00,4,Corfu_4,,,,,
65-301-1388,19-175-1000,2022-05-05,168.27,252.41,2,15.00,1,Palermo_1,,,,,
65-311-3002,00-090-3491,2019-08-26,320.00,480.00,2,9.12,6,Kusadasi_3,,,,,
65-329-2436,23-605-5942,2021-11-24,98.00,147.00,3,54.08,1,Athens_1,,,,,
65-351-6434,90-876-6799,2021-08-17,75.00,112.50,3,10.52,6,Palermo_2,,,,,
65-386-4145,56-917-2112,2022-01-26,91.84,137.76,2,67.77,2,Corfu_3,,,,,
65-428-6495,07-014-5107,2022-09-20,93.13,139.70,2,54.08,1,Roma_2,,,,,
65-432-1983,09-340-5529,2021-07-19,83.99,125.99,3,73.09,1,Athens_3,,,,,
65-451-1818,26-402-5585,2021-08-16,93.13,139.70,2,47.84,6,Ankara_3,,,,,
65-485-7254,95-331-1993,2020-08-15,83.99,125.99,3,15.00,6,Athens_5,,,,,
65-907-3127,05-230-9436,2022-08-20,119.80,179.70,1,24.00,5,Palermo_3,,,,,
65-919-0733,40-270-8030,2019-06-26,93.13,139.70,3,67.77,2,Athens_1,,,,,
65-966-4872,97-687-5761,2020-05-09,93.13,139.70,2,30.00,4,Athens_3,,,,,
66-056-8690,30-134-4141,2019-09-29,235.00,352.50,3,91.14,2,Palermo_2,,,,,
66-068-8313,91-484-8549,2021-10-12,168.27,252.41,2,51.05,5,Ankara_3,,,,,
66-188-6911,51-529-9908,2022-07-12,310.00,465.00,3,80.34,1,Athens_5,,,,,
66-276-1471,01-889-1994,2021-02-10,75.00,112.50,2,9.12,4,Kusadasi_1,,,,,
66-392-1377,63-536-7273,2020-04-18,75.00,112.50,2,91.14,5,Athens_5,,,,,
66-501-9308,43-303-6151,2020-10-22,75.00,112.50,2,97.48,4,Athens_3,,,,,
66-525-3598,04-007-9403,2021-07-18,125.00,187.50,3,61.49,2,Ankara_6,,,,,
66-576-7484,45-619-6096,2019-09-16,144.09,216.14,2,67.77,5,Athens_5,,,,,
66-610-1519,63-816-5027,2021-11-10,168.27,252.41,2,9.71,1,Corfu_2,,,,,
66-665-1879,34-099-5874,2019-09-19,98.00,147.00,1,37.04,5,Roma_4,,,,,
66-679-8766,61-623-7377,2021-07-03,220.00,330.00,3,11.23,3,Ankara_5,,,,,
66-721-3658,37-428-9401,2020-04-07,91.84,137.76,2,11.23,6,Athens_2,,,,,
67-009-1409,15-086-9086,2020-10-16,75.00,112.50,3,91.41,3,Roma_2,,,,,
67-067-9693,04-268-9065,2020-12-10,320.00,480.00,2,30.00,5,Athens_6,,,,,
67-156-1140,77-254-6430,2020-03-20,320.00,480.00,2,97.48,6,Roma_5,,,,,
67-172-7841,30-049-5208,2022-04-27,91.84,137.76,2,54.08,2,Roma_4,,,,,
67-382-6166,31-388-0154,2019-10-09,124.62,186.93,3,30.00,1,Palermo_5,,,,,
67-413-6177,23-557-3971,2019-08-14,98.00,147.00,1,94.76,5,Ankara_2,,,,,
67-455-5976,61-361-4915,2020-05-20,98.00,147.00,1,9.12,6,Athens_2,,,,,
67-709-5581,77-111-2020,2020-03-01,210.00,315.00,1,89.84,3,Athens_2,,,,,
67-723-0322,69-530-7688,2022-03-13,69.38,104.07,2,91.41,4,Kusadasi_6,,,,,
67-748-7876,71-721-5004,2020-03-14,310.00,465.00,2,89.84,4,Kusadasi_2,,,,,
67-799-1881,28-808-0517,2021-08-09,320.00,480.00,3,89.84,5,Kusadasi_3,,,,,
67-813-5657,90-138-4450,2020-02-07,125.00,187.50,2,67.77,6,Ankara_3,,,,,
67-816-5527,72-151-8614,2022-09-23,101.60,152.40,3,10.00,2,Ankara_1,,,,,
67-961-1567,00-689-5519,2022-09-17,125.00,187.50,2,94.76,5,Roma_4,,,,,
68-012-9190,14-149-6520,2022-05-01,52.08,78.12,2,94.76,6,Corfu_4,,,,,
68-226-7897,09-427-8083,2020-12-14,75.00,112.50,2,31.20,5,Corfu_4,,,,,
68-323-6449,49-237-7569,2021-02-26,119.80,179.70,1,23.00,6,Corfu_1,,,,,
68-365-1512,04-810-9943,2020-04-04,225.00,337.50,3,80.34,4,Palermo_3,,,,,
68-391-0908,79-877-0995,2022-08-14,52.08,78.12,3,30.00,6,Kusadasi_4,,,,,
68-473-3919,13-027-0249,2021-06-18,210.00,315.00,1,51.05,6,Palermo_3,,,,,
68-844-1159,98-558-7897,2021-05-06,124.62,186.93,1,53.53,1,Athens_4,,,,,
69-218-2694,70-887-8634,2020-08-01,144.09,216.14,2,24.00,2,Roma_2,,,,,
69-254-6693,75-667-5377,2020-03-02,220.00,330.00,3,30.00,1,Palermo_4,,,,,
69-361-9646,98-132-2808,2019-12-11,83.99,125.99,1,20.33,1,Ankara_1,,,,,
69-562-1762,37-335-7316,2022-02-24,310.00,465.00,3,9.71,4,Palermo_1,,,,,
69-607-3610,37-013-0292,2022-08-21,190.00,285.00,2,99.24,3,Athens_5,,,,,
69-624-5454,73-000-6730,2019-10-30,220.00,330.00,3,61.49,3,Palermo_3,,,,,
69-765-1585,60-238-7059,2022-03-07,98.00,147.00,1,23.00,6,Athens_3,,,,,
69-780-6998,83-988-2186,2020-04-14,69.38,104.07,3,23.00,6,Roma_1,,,,,
69-817-5553,08-962-4575,2021-09-06,69.38,104.07,2,35.44,2,Ankara_3,,,,,
69-817-7678,37-704-3505,2022-07-11,124.62,186.93,3,15.00,4,Corfu_6,,,,,
70-276-7176,58-991-4580,2022-10-02,83.99,125.99,3,31.20,4,Athens_3,,,,,
70-349-8770,94-757-1930,2020-08-23,75.00,112.50,2,30.00,1,Kusadasi_6,,,,,
70-350-8506,60-243-1925,2022-02-04,52.08,78.12,2,17.40,5,Palermo_5,,,,,
70-365-1885,46-402-7692,2020-08-15,44.57,66.86,3,20.33,2,Palermo_4,,,,,
70-424-5723,81-515-1278,2022-08-02,119.80,179.70,3,11.23,1,Kusadasi_2,,,,,
70-821-6798,60-337-9209,2022-03-23,125.00,187.50,2,54.08,4,Ankara_4,,,,,
71-140-6745,50-340-3351,2020-11-10,93.13,139.70,2,61.49,1,Athens_4,,,,,
71-188-6549,32-091-9218,2022-08-03,310.00,465.00,2,20.33,5,Ankara_1,,,,,
71-197-3844,08-227-7061,2022-06-21,83.99,125.99,3,9.71,4,Kusadasi_6,,,,,
71-274-0068,13-867-0430,2021-05-03,83.99,125.99,1,89.84,6,Ankara_6,,,,,
71-373-6387,40-831-4524,2020-05-29,144.09,216.14,2,31.20,2,Ankara_5,,,,,
71-409-7516,51-673-6515,2019-07-24,69.38,104.07,2,23.00,2,Roma_5,,,,,
71-440-8512,71-615-2472,2019-11-24,310.00,465.00,2,94.76,4,Palermo_4,,,,,
71-485-0830,58-972-0413,2020-04-25,190.00,285.00,3,98.01,4,Palermo_2,,,,,
71-516-9998,13-051-6609,2019-12-17,75.00,112.50,2,61.49,4,Palermo_1,,,,,
71-828-3556,68-814-7130,2019-06-26,190.00,285.00,3,99.24,1,Corfu_5,,,,,
71-925-2450,59-072-5051,2020-06-08,44.57,66.86,3,35.44,2,Athens_2,,,,,
72-015-0440,29-402-3395,2022-09-01,101.60,152.40,1,89.84,5,Kusadasi_4,,,,,
72-099-2457,44-352-4880,2020-06-15,144.09,216.14,3,10.52,4,Roma_5,,,,,
72-207-0940,35-838-2312,2022-09-27,168.27,252.41,2,30.00,4,Palermo_3,,,,,
72-306-1723,67-746-6460,2020-07-01,69.38,104.07,3,98.01,3,Ankara_2,,,,,
72-325-3096,28-494-9464,2021-01-10,69.38,104.07,2,35.44,5,Corfu_4,,,,,
72-727-1317,72-045-4857,2020-03-26,44.57,66.86,1,30.00,3,Ankara_4,,,,,
72-823-6963,98-374-2865,2020-03-03,310.00,465.00,3,11.23,5,Ankara_2,,,,,
73-375-8634,71-750-9970,2020-05-31,125.00,187.50,3,94.76,1,Roma_2,,,,,
73-455-3435,57-489-1320,2022-05-05,225.00,337.50,3,17.40,5,Kusadasi_1,,,,,
73-876-5941,42-286-4150,2019-07-03,75.00,112.50,2,10.52,4,Roma_6,,,,,
73-900-4790,22-928-0299,2020-10-13,119.80,179.70,1,30.00,1,Corfu_2,,,,,
73-985-2542,68-514-7375,2020-01-01,83.99,125.99,3,20.00,2,Roma_2,,,,,
74-006-2266,27-104-9440,2022-03-10,190.00,285.00,2,9.71,6,Ankara_1,,,,,
74-034-2507,36-821-2511,2020-09-27,52.08,78.12,2,24.00,2,Palermo_5,,,,,
74-302-4817,65-987-4463,2022-12-09,83.99,125.99,3,35.44,4,Roma_2,,,,,
74-314-5556,38-163-2437,2021-02-13,69.38,104.07,2,99.24,4,Ankara_3,,,,,
74-339-3540,04-641-1747,2020-05-06,93.13,139.70,3,9.12,3,Kusadasi_6,,,,,
74-346-3086,86-735-3061,2022-01-11,125.00,187.50,3,47.84,5,Corfu_3,,,,,
74-564-7314,09-888-3706,2019-12-20,91.84,137.76,2,98.01,5,Palermo_6,,,,,
74-603-8937,28-599-7053,2022-08-19,98.00,147.00,3,61.49,2,Kusadasi_3,,,,,
74-776-4460,10-047-1960,2022-07-21,310.00,465.00,2,23.00,3,Roma_5,,,,,
74-980-5294,34-309-3114,2021-12-05,124.62,186.93,1,35.44,4,Corfu_2,,,,,
75-362-1645,63-604-3193,2021-09-10,98.00,147.00,1,91.14,3,Corfu_3,,,,,
75-421-5444,84-742-3186,2021-10-24,310.00,465.00,2,91.14,2,Kusadasi_6,,,,,
75-463-0491,45-196-5583,2020-01-10,220.00,330.00,3,68.89,2,Ankara_3,,,,,
75-556-0225,09-203-2909,2020-02-15,320.00,480.00,2,51.05,6,Kusadasi_4,,,,,
75-606-4195,08-784-0123,2020-10-09,190.00,285.00,2,20.00,3,Corfu_1,,,,,
75-655-7346,80-467-4735,2020-08-30,210.00,315.00,3,89.84,1,Ankara_5,,,,,
75-714-6097,51-263-4679,2019-10-03,225.00,337.50,3,37.04,3,Kusadasi_6,,,,,
75-786-1124,20-180-7160,2020-01-24,133.17,199.76,3,9.12,1,Kusadasi_6,,,,,
75-883-4614,26-608-5179,2020-07-04,124.62,186.93,3,35.44,2,Roma_4,,,,,
76-063-7709,83-465-8495,2019-12-16,124.62,186.93,3,20.33,6,Ankara_2,,,,,
76-176-1093,96-909-7950,2021-05-07,225.00,337.50,1,10.52,4,Roma_3,,,,,
76-194-5836,87-825-2791,2020-01-02,168.27,252.41,2,15.00,3,Athens_3,,,,,
76-201-5085,69-118-4914,2020-04-18,210.00,315.00,3,10.00,4,Roma_6,,,,,
76-334-1448,53-665-5572,2019-12-07,69.38,104.07,2,31.20,2,Roma_6,,,,,
76-380-8355,58-165-3429,2020-02-08,75.00,112.50,2,68.89,6,Corfu_5,,,,,
76-437-5698,42-905-5328,2020-01-05,225.00,337.50,3,20.33,5,Roma_1,,,,,
76-509-2544,76-847-6826,2020-05-11,144.09,216.14,2,91.14,1,Kusadasi_5,,,,,
76-522-9855,48-297-2055,2021-11-13,225.00,337.50,1,9.71,2,Corfu_4,,,,,
